correct,mean,median,std,min,max
0,0.14395068785408138,0.10458313397152375,0.21007730538269476,0.0011904454936106923,0.963534891435744
1,0.10181994167511163,0.08594926628805644,0.09548909355733431,0.00015804581967837628,0.8090943387144967
